Country,JobSatisfaction,CareerSatisfaction
China,0,4
Canada,NA,NA
Australia,5,4
India,4,4
United States,NA,NA
Germany,5,4
Bangladesh,4,4
India,NA,NA
India,3,4
India,4,4
France,1,4
India,3,4
India,2,4
France,7,4
United Kingdom,3,4
Germany,7,4
India,4,4
United Kingdom,7,4
United States,NA,NA
India,6,4
Australia,8,4
United States,7,4
Germany,5,4
United States,2,4
United States,4,4
United States,3,4
United States,NA,NA
Bangladesh,2,4
United States,6,4
Bangladesh,NA,4
United States,8,4
United States,3,4
Bangladesh,1,4
India,NA,NA
United States,1,4
Canada,NA,NA
India,6,4
India,NA,4
India,4,4
India,5,4
United States,6,4
France,7,4
Italy,8,4
United States,6,4
United States,3,4
France,4,4
United States,3,4
France,3,4
Germany,5,4
United States,NA,4
United States,5,4
Italy,7,4
United States,NA,NA
United States,3,4
United States,NA,4
United States,6,4
United States,3,4
United States,7,4
United States,4,4
United States,NA,NA
United States,4,4
India,3,4
India,3,4
India,NA,4
United States,NA,NA
United States,5,4
Canada,NA,NA
Bangladesh,NA,NA
India,6,4
Germany,6,4
Germany,NA,4
India,4,4
India,5,4
Germany,3,4
India,5,4
United States,NA,4
United States,6,4
United Kingdom,4,4
Belgium,7,4
United States,1,4
France,6,4
United States,7,4
Brazil,5,4
United States,NA,NA
India,5,4
India,4,4
United States,NA,4
United States,7,4
Germany,9,4
United States,6,4
India,2,4
Brazil,NA,4
Germany,4,4
Germany,NA,4
China,4,4
China,4,4
Germany,7,4
Germany,7,4
India,4,4
United Kingdom,8,4
Canada,5,4
India,4,4
Australia,4,4
India,NA,NA
India,3,4
India,2,4
India,4,4
India,2,4
India,NA,NA
United Kingdom,3,4
Italy,4,4
India,2,4
United Kingdom,0,4
Germany,4,4
Belgium,4,4
Germany,6,4
Canada,2,4
Germany,0,4
United Kingdom,5,4
United States,NA,NA
United States,7,4
Germany,3,4
India,NA,NA
Canada,NA,NA
United Kingdom,NA,4
India,4,4
United States,NA,NA
Australia,3,4
India,NA,NA
Netherlands,NA,4
United States,10,4
United States,1,4
Australia,8,4
India,4,4
India,3,4
India,4,4
India,3,4
United Kingdom,2,4
India,5,4
Italy,3,4
India,4,4
United Kingdom,4,4
Italy,5,4
Germany,3,4
India,4,4
China,NA,NA
India,4,4
Brazil,2,4
United States,3,4
Germany,NA,4
Germany,7,4
Germany,5,4
Germany,7,4
Germany,6,4
Netherlands,6,4
Belgium,5,4
France,5,4
United Kingdom,0,4
Canada,4,4
United States,NA,4
United Kingdom,3,4
United Kingdom,8,4
Italy,4,4
Germany,6,4
United States,NA,4
United States,6,4
United States,8,4
India,5,4
United States,NA,4
India,4,4
India,4,4
India,4,4
India,2,4
India,4,4
India,4,4
Canada,NA,NA
India,4,4
United Kingdom,2,4
Germany,3,4
Germany,3,4
France,6,4
Germany,5,4
China,4,4
Germany,6,4
India,4,4
Bangladesh,5,4
Germany,1,4
United States,3,4
Germany,NA,4
Germany,1,4
United Kingdom,5,4
United States,6,4
United States,NA,4
United States,6,4
United States,4,4
United States,3,4
United States,4,4
Germany,4,4
Australia,NA,NA
Germany,5,4
Canada,4,4
Germany,7,4
Italy,NA,4
Italy,4,4
India,4,4
India,NA,NA
India,4,4
India,1,4
Bulgaria,4,4
Netherlands,NA,4
India,3,4
India,NA,NA
United Kingdom,5,4
India,NA,NA
India,4,4
United Kingdom,4,4
Italy,2,4
India,4,4
India,NA,NA
India,3,4
United States,7,4
United States,9,4
United States,NA,4
United States,3,4
United States,2,4
United States,2,4
Bangladesh,NA,NA
Australia,NA,NA
India,3,4
India,3,4
United States,2,4
India,4,4
India,8,4
Canada,4,4
India,NA,NA
Germany,5,4
India,NA,NA
Germany,6,4
India,3,4
India,6,4
Germany,5,4
Germany,5,4
United Kingdom,4,4
India,4,4
Germany,0,4
India,4,4
India,NA,NA
Germany,2,4
India,4,4
Germany,4,4
United Kingdom,NA,NA
Brazil,4,4
France,0,4
India,4,4
India,4,4
France,4,4
Germany,7,4
Italy,NA,4
India,NA,NA
United States,3,4
United States,2,4
India,4,4
India,NA,NA
United States,5,4
United Kingdom,NA,4
Germany,4,4
United States,NA,NA
India,NA,NA
United States,4,4
Canada,5,4
India,3,4
United States,3,4
India,4,4
Germany,6,4
Germany,5,4
India,2,4
United States,NA,4
Germany,9,4
Germany,1,4
Belgium,NA,4
Germany,2,4
Australia,NA,4
United States,6,4
United States,8,4
India,5,4
United States,NA,4
France,6,4
United States,2,4
Iraq,2,4
United Kingdom,4,4
United States,NA,4
Australia,7,4
United States,5,4
India,4,4
India,4,4
India,3,4
India,NA,NA
Italy,4,4
United Kingdom,3,4
Germany,2,4
India,5,4
India,4,4
India,NA,NA
India,4,4
India,NA,NA
India,NA,NA
India,1,4
India,7,4
India,4,4
India,1,4
Netherlands,NA,NA
India,7,4
India,4,4
India,4,4
France,6,4
Germany,4,4
Germany,5,4
United States,2,4
Germany,4,4
Canada,6,4
Canada,NA,NA
United Kingdom,NA,4
United Kingdom,5,4
United States,3,4
Canada,3,4
United States,6,4
Belgium,5,4
United States,NA,4
Bulgaria,2,4
United States,6,4
United States,3,4
United States,1,4
United States,3,4
India,5,4
India,2,4
India,3,4
Italy,6,4
France,4,4
India,4,4
India,6,4
India,1,4
India,NA,NA
India,5,4
France,9,NA
United Kingdom,7,4
India,3,4
India,4,4
Canada,8,4
India,5,4
India,4,4
Germany,5,4
India,6,4
United States,2,4
United States,7,4
United Kingdom,NA,NA
Germany,3,4
United Kingdom,4,4
United States,3,4
Netherlands,4,4
Netherlands,NA,4
France,5,4
United Kingdom,1,4
India,5,4
United States,5,4
India,2,4
Germany,NA,4
United Kingdom,3,4
Canada,5,4
United States,3,4
Canada,2,4
Germany,6,4
United States,6,4
Italy,NA,4
Australia,4,4
China,NA,NA
India,4,4
United States,NA,4
India,4,4
India,4,4
Australia,NA,4
France,5,4
India,3,4
Iraq,NA,NA
Belgium,1,4
India,6,4
India,4,4
India,4,4
France,3,4
India,NA,NA
India,5,4
India,4,4
Netherlands,7,4
India,NA,NA
India,5,4
Germany,NA,NA
India,1,4
Germany,6,4
France,1,4
Germany,3,4
Germany,5,4
United States,3,4
Germany,4,4
United States,7,4
Germany,1,4
Belgium,NA,4
Brazil,4,4
Germany,NA,NA
India,4,4
Brazil,3,4
Germany,2,4
India,NA,NA
United States,4,4
Germany,6,4
France,6,4
Jamaica,NA,NA
Italy,6,4
India,NA,NA
United States,5,4
India,3,4
India,NA,4
India,4,4
India,4,4
India,4,4
Germany,NA,NA
India,4,4
India,3,4
United Kingdom,6,4
India,4,4
Germany,3,4
India,2,4
India,8,4
Bulgaria,7,4
India,5,4
United Kingdom,6,4
India,4,4
United Kingdom,NA,NA
India,4,4
Germany,4,4
Italy,4,4
Canada,4,4
United States,7,4
India,NA,4
United Kingdom,4,4
Germany,7,4
Brazil,NA,4
United Kingdom,4,4
Germany,NA,NA
United States,7,4
United States,3,4
Canada,NA,4
United Kingdom,7,4
India,4,4
United States,1,4
United States,4,4
United States,3,4
United Kingdom,3,4
United States,4,4
United States,5,4
India,NA,4
Germany,4,4
United Kingdom,4,4
India,0,4
India,5,4
Germany,3,4
India,5,4
India,3,4
United Kingdom,7,4
India,5,4
United Kingdom,3,4
India,6,4
France,4,4
India,4,4
Germany,4,4
Germany,5,4
Germany,4,4
Germany,7,4
Germany,5,4
France,3,4
United States,6,4
Germany,NA,4
France,6,4
India,3,4
France,5,4
Canada,2,4
United States,NA,4
United States,2,4
Canada,NA,4
United States,7,4
India,3,4
United States,3,4
India,9,4
Germany,NA,4
Germany,4,4
United Kingdom,5,4
United States,4,4
France,0,4
Bangladesh,4,4
India,NA,4
India,2,4
India,3,4
United States,NA,4
United States,NA,4
Italy,NA,NA
Germany,4,4
Germany,6,4
United States,7,4
United States,NA,NA
Australia,3,4
India,3,4
United States,4,4
China,4,4
India,4,4
Germany,3,4
Canada,2,4
France,3,4
India,3,4
Italy,2,4
Germany,7,4
India,3,4
United States,4,4
India,NA,NA
Germany,0,4
India,NA,NA
China,8,4
India,4,4
United Kingdom,NA,4
Netherlands,NA,NA
India,3,4
India,8,4
India,2,4
India,4,4
India,4,4
United States,3,4
United Kingdom,2,4
India,5,4
India,3,4
Canada,NA,NA
Germany,6,4
India,NA,NA
Canada,1,4
India,4,4
United Kingdom,NA,NA
United States,4,4
India,5,4
France,3,4
India,NA,NA
Canada,NA,4
United States,4,4
China,NA,NA
Italy,NA,NA
India,3,4
India,NA,NA
India,4,4
China,6,4
Germany,3,4
Germany,7,4
India,4,4
India,6,4
France,6,4
India,9,4
Belgium,4,4
Germany,6,4
Germany,5,4
Germany,4,4
Germany,3,4
Germany,8,4
Germany,2,4
Germany,3,4
India,4,4
France,5,4
Germany,6,4
United States,6,4
United States,7,4
United States,8,4
Australia,2,4
United States,3,4
India,NA,NA
India,3,4
Brazil,NA,NA
Brazil,8,4
India,4,4
France,5,4
India,NA,NA
Australia,NA,NA
United States,2,4
United Kingdom,2,4
United States,5,4
Canada,5,4
Germany,4,4
United States,6,4
Canada,5,4
France,4,4
Germany,6,4
China,NA,NA
United States,6,4
United States,NA,4
United States,NA,4
United States,7,4
Germany,7,4
United States,3,4
Germany,6,4
India,3,4
India,3,4
United Kingdom,0,4
United Kingdom,NA,4
United States,4,4
United Kingdom,4,4
United Kingdom,4,4
United States,6,4
India,5,4
United States,5,4
United Kingdom,8,4
United States,NA,4
Canada,4,4
United States,5,4
United States,1,4
Australia,3,4
India,NA,NA
France,NA,NA
India,2,4
United Kingdom,2,4
United States,NA,4
United States,5,4
United States,1,4
France,5,4
India,NA,NA
China,8,4
United States,NA,4
Italy,2,4
Italy,5,4
United States,4,4
United States,6,4
India,4,4
France,NA,NA
United States,NA,NA
United Kingdom,9,4
United States,1,4
Canada,NA,NA
Canada,NA,4
United Kingdom,6,4
India,4,4
India,NA,4
Italy,4,4
United Kingdom,4,4
United States,3,4
Netherlands,NA,4
United Kingdom,4,4
United Kingdom,6,4
United Kingdom,4,4
India,3,4
Germany,7,4
India,9,4
United States,5,4
United States,NA,4
United States,5,4
Bangladesh,5,4
United Kingdom,3,4
United States,4,4
Canada,7,4
Netherlands,2,4
Germany,3,4
Germany,3,4
India,9,4
India,4,4
United States,4,4
India,NA,NA
Bulgaria,10,4
Germany,6,4
United States,2,4
Australia,3,4
Australia,4,4
United States,0,4
United States,3,4
United Kingdom,6,4
United States,2,4
Iraq,NA,4
Italy,6,4
France,5,4
India,4,4
Germany,3,4
United Kingdom,3,4
United States,1,4
United States,3,4
Bangladesh,3,4
United States,6,4
Germany,NA,NA
India,NA,NA
Germany,7,4
France,1,4
Brazil,NA,4
India,NA,4
United States,4,4
India,4,4
India,6,4
United States,2,4
United States,6,4
United States,5,4
United States,3,4
India,4,4
India,7,4
France,4,4
United States,3,4
United States,3,4
United States,NA,4
United States,3,4
United States,5,4
India,5,4
Bangladesh,0,4
France,1,4
India,4,4
France,NA,4
United States,7,4
United States,4,4
Germany,8,4
United Kingdom,9,4
United States,2,4
India,3,4
India,5,4
India,2,4
India,6,4
United Kingdom,6,4
Canada,4,4
Netherlands,3,4
United States,NA,4
India,NA,NA
United Kingdom,NA,4
United Kingdom,6,4
India,3,4
India,4,4
India,2,4
Germany,5,4
India,NA,4
United States,4,4
United States,4,4
United States,NA,4
India,NA,NA
India,NA,NA
United Kingdom,3,4
United States,2,4
United Kingdom,7,4
Canada,6,4
Germany,NA,NA
India,NA,4
Italy,5,4
Brazil,8,4
United States,3,4
India,4,4
Germany,2,4
United States,2,4
United Kingdom,NA,NA
Canada,3,4
France,NA,NA
United States,3,4
Bangladesh,7,4
Germany,6,4
United Kingdom,4,4
India,2,4
United States,2,4
United Kingdom,4,4
United States,3,4
India,4,4
India,3,4
United Kingdom,1,4
United States,2,4
United States,2,4
United Kingdom,7,4
India,6,4
Italy,5,4
India,5,4
India,4,4
India,4,4
Brazil,NA,4
Canada,3,4
Australia,3,4
Bangladesh,6,4
Australia,NA,NA
United Kingdom,8,4
India,NA,NA
Germany,1,4
India,4,4
Germany,5,4
United States,6,4
India,5,4
United States,3,5
India,6,5
United States,5,5
India,5,5
Germany,3,5
United States,4,5
United Kingdom,7,5
Bangladesh,6,5
United Kingdom,4,5
Netherlands,6,5
Germany,3,5
India,5,5
Brazil,5,5
United Kingdom,5,5
France,5,5
United States,NA,5
India,NA,NA
United States,1,5
United States,5,5
United States,8,5
United States,5,5
United States,4,5
United States,7,5
United States,3,5
Canada,7,5
United States,3,5
Canada,7,5
United States,7,5
Germany,2,5
Canada,4,5
India,3,5
United States,4,5
United States,NA,5
United States,5,5
United States,5,5
United States,7,5
Canada,7,5
United States,3,5
Canada,6,5
Germany,7,5
United Kingdom,NA,NA
United States,5,5
Netherlands,7,5
Brazil,5,5
Germany,NA,5
United States,3,5
Canada,5,5
United States,7,5
Germany,4,5
United States,6,5
Canada,5,5
India,5,5
United States,NA,5
Germany,NA,NA
Brazil,7,5
United States,5,5
Germany,2,5
United States,5,5
Germany,NA,NA
Brazil,4,5
United States,NA,5
United States,4,5
United Kingdom,5,5
Italy,5,5
United States,7,5
Netherlands,NA,NA
India,NA,NA
United States,4,5
Brazil,3,5
United Kingdom,7,5
United States,3,5
Germany,6,5
United States,5,5
United States,3,5
United States,7,5
Australia,NA,NA
United States,5,5
United States,5,5
Canada,5,5
United States,4,5
United Kingdom,6,5
United States,7,5
United States,5,5
United States,3,5
United States,3,5
India,NA,NA
United States,NA,5
United Kingdom,6,5
Canada,5,5
United States,3,5
Canada,6,5
United States,5,5
United States,2,5
United States,2,5
Australia,4,5
United States,3,5
France,6,5
United States,5,5
United States,5,5
United States,5,5
United States,5,5
Brazil,5,5
United States,NA,5
India,NA,NA
United Kingdom,5,5
United States,4,5
Brazil,NA,5
United States,NA,5
Australia,6,5
United Kingdom,0,5
United States,NA,5
United States,4,5
Canada,5,5
Australia,NA,5
United States,4,5
Australia,7,5
Canada,2,5
United States,5,5
China,6,5
France,NA,NA
United States,5,5
United States,8,5
India,NA,5
India,4,5
Australia,4,5
India,5,5
United States,3,5
India,8,5
India,3,5
India,10,5
Brazil,NA,5
India,4,5
India,5,5
India,7,5
India,4,5
United States,5,5
Germany,NA,5
India,8,5
India,NA,NA
India,6,5
India,5,5
Canada,NA,5
India,NA,NA
India,3,5
Italy,NA,NA
Germany,NA,NA
India,4,5
China,5,5
Germany,4,5
India,NA,5
United Kingdom,2,5
India,6,5
India,5,5
Australia,4,5
United Kingdom,8,5
Netherlands,NA,NA
United Kingdom,NA,NA
United States,4,5
Bulgaria,5,5
United Kingdom,4,5
Germany,NA,NA
Germany,7,5
Bulgaria,4,5
India,6,5
India,5,5
Australia,5,5
Germany,4,5
India,5,5
India,5,5
France,3,5
Germany,NA,NA
United Kingdom,2,5
United Kingdom,7,5
Germany,6,5
France,NA,NA
Netherlands,NA,NA
India,5,5
India,5,5
United Kingdom,6,5
India,5,5
Bulgaria,4,5
India,7,5
India,4,5
Brazil,5,5
France,NA,NA
United States,NA,NA
United Kingdom,7,5
Germany,NA,NA
India,4,5
India,4,5
United Kingdom,5,5
Brazil,3,5
Germany,4,5
Australia,7,5
France,5,5
Germany,NA,NA
United Kingdom,5,5
Italy,0,5
United States,5,5
Brazil,7,5
Germany,2,5
United States,5,5
Germany,5,5
United Kingdom,4,5
United States,3,5
India,6,5
India,4,5
Brazil,4,5
Italy,4,5
Italy,2,5
United States,5,5
United States,5,5
United States,5,5
United States,5,5
France,NA,NA
United States,2,5
India,0,5
Canada,4,5
India,NA,NA
Germany,NA,NA
United States,3,5
United States,5,5
United States,5,5
United States,5,5
United States,5,5
Canada,5,5
Germany,3,5
Brazil,6,5
United Kingdom,4,5
United Kingdom,NA,NA
France,NA,NA
Italy,5,5
India,8,5
United States,5,5
United States,2,5
United Kingdom,5,5
Netherlands,7,5
Germany,4,5
United Kingdom,NA,NA
Netherlands,NA,NA
United Kingdom,4,5
Germany,7,5
United States,4,5
United Kingdom,5,5
India,5,5
United Kingdom,7,5
Germany,10,5
United Kingdom,7,5
Germany,NA,NA
United States,3,5
United Kingdom,NA,NA
United States,5,5
United States,5,5
India,NA,NA
Brazil,9,5
United States,5,5
Canada,7,5
United Kingdom,5,5
India,4,5
Germany,7,5
Canada,5,5
United States,4,5
United States,4,5
United States,5,5
United States,7,5
United Kingdom,7,5
United States,4,5
Germany,4,5
United States,NA,5
United States,5,5
United States,NA,5
United Kingdom,NA,NA
Germany,3,5
United States,5,5
India,NA,NA
United Kingdom,2,5
United States,5,5
Canada,5,5
United States,3,5
United Kingdom,7,5
United States,5,5
United States,4,5
Canada,8,5
United States,4,5
France,5,5
India,5,5
United States,5,5
United States,4,5
Germany,5,5
Germany,2,5
United States,NA,5
United States,7,5
United States,5,5
United States,1,5
Germany,NA,5
United States,NA,5
United States,NA,NA
Australia,5,5
India,NA,NA
United States,NA,NA
United States,5,5
United States,NA,5
India,6,5
India,5,5
United States,2,5
Australia,5,5
India,4,5
United States,4,5
India,5,5
India,5,5
India,5,5
Netherlands,NA,NA
United States,5,5
India,5,5
India,NA,NA
Italy,6,5
Germany,7,5
Australia,5,5
Italy,NA,5
India,6,5
United States,5,5
Germany,NA,5
United Kingdom,7,5
France,3,5
Belgium,NA,5
India,9,5
India,5,5
Germany,4,5
United States,NA,5
United Kingdom,3,5
United Kingdom,5,5
United Kingdom,NA,NA
Germany,5,5
United States,5,5
United States,6,5
United Kingdom,5,5
United States,NA,5
France,7,5
Canada,4,5
Brazil,2,5
United States,5,5
United States,2,5
Germany,5,5
Germany,NA,NA
United States,NA,5
Germany,NA,5
United States,3,5
Netherlands,NA,NA
United States,NA,5
United States,NA,5
United States,7,5
United States,3,5
Canada,3,5
India,7,5
India,5,5
India,2,5
Germany,NA,NA
United States,3,5
India,2,5
India,3,5
United Kingdom,6,5
United Kingdom,4,5
France,NA,5
India,5,5
United States,0,5
Bulgaria,NA,NA
United States,5,5
France,5,5
United Kingdom,8,5
France,NA,5
Germany,5,5
France,1,5
Netherlands,NA,NA
India,7,5
France,6,5
United States,NA,5
United States,4,5
United States,5,5
Australia,7,5
India,0,5
India,2,5
India,4,5
India,5,5
Australia,NA,NA
India,5,5
China,2,5
India,4,5
China,7,5
India,5,5
India,4,5
Bangladesh,5,5
China,7,5
United States,NA,NA
United Kingdom,5,5
United Kingdom,5,5
India,1,5
India,6,5
Germany,0,5
Germany,5,5
India,NA,5
India,NA,5
United Kingdom,5,5
India,5,5
Brazil,7,5
Germany,NA,5
France,6,5
United States,5,5
India,4,5
United Kingdom,4,5
Germany,0,5
Australia,NA,5
United States,2,5
Germany,5,5
India,6,5
Germany,6,5
Netherlands,7,5
United States,5,5
Canada,6,5
United States,5,5
Brazil,NA,NA
Canada,7,5
United States,5,5
Australia,5,5
India,5,5
India,NA,NA
India,5,5
