EmploymentStatus,FormalEducation,JobSatisfaction
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,I prefer not to answer,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Doctoral degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,I prefer not to answer,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,I never completed any formal education,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Professional degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Doctoral degree,
,Secondary school,
,Master's degree,
,Master's degree,
,I never completed any formal education,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Doctoral degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Professional degree,
,Secondary school,
,Secondary school,
,Master's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Doctoral degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,I never completed any formal education,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Professional degree,
,Bachelor's degree,
,Master's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,I prefer not to answer,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,I prefer not to answer,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Primary/elementary school,
,Master's degree,
,I never completed any formal education,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Doctoral degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Professional degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Doctoral degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Professional degree,
,Doctoral degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Master's degree,
,I prefer not to answer,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Professional degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Professional degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,I never completed any formal education,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Doctoral degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Primary/elementary school,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Professional degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,I never completed any formal education,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,I prefer not to answer,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Doctoral degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Master's degree,
,Primary/elementary school,
,Secondary school,
,Secondary school,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Doctoral degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Primary/elementary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,I never completed any formal education,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Professional degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Primary/elementary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Professional degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Primary/elementary school,
,Bachelor's degree,
,Bachelor's degree,
,Professional degree,
,Master's degree,
,Bachelor's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Doctoral degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Primary/elementary school,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Secondary school,
,Master's degree,
,Secondary school,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,I prefer not to answer,
,Master's degree,
,Bachelor's degree,
,Primary/elementary school,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,I never completed any formal education,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Primary/elementary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,I prefer not to answer,
,Secondary school,
,Secondary school,
,Master's degree,
,Master's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Professional degree,
,Secondary school,
,Master's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,I prefer not to answer,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Doctoral degree,
,Master's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,I never completed any formal education,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Professional degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Professional degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Professional degree,
,I prefer not to answer,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Doctoral degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Professional degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
